COD_CIUDAD_MUNI,CIUDAD_MUNICIPIO,Amenaza,Desplazamiento forzado,Homicidio
25.878,Viota,699.0,2810.415,986.0
25.885,Yacopi,285.0,4532.9400000000005,1025.0
25.898,Zipacon,11.0,9.0,8.0
25.899,Zipaquira,32.0,146.0,72.0
27.001,Quibdo,5320.08,11186.866,3801.0
27.006,Acandi,1665.0,8353.481,894.0
27.025,Alto Baudo,1708.0,21654.442,249.0
27.05,Atrato,746.0,5032.0,91.0
27.073,Bagado,2871.0,16612.085,179.0
27.075,Bahia Solano,790.0,5934.0,255.0
27.077,Bajo Baudo,1901.0,16168.736,188.0
27.099,Bojaya,1333.0,13253.551,471.0
27.135,El Canton Del San Pablo,446.0,3583.0,82.0
27.15,Carmen Del Darien,446.0,11073.213,309.0
27.16,Certegui,90.0,1151.0,55.0
27.205,Condoto,581.0,6362.153,328.0
27.245,El Carmen De Atrato,711.0,7765.096,629.0
27.25,El Litoral Del San Juan,2225.0,14323.655,187.0
27.361,Istmina,2070.0,9840.077,1036.0
27.372,Jurado,353.0,7436.0,297.0
27.413,Lloro,537.0,7838.979,174.0
27.425,Medio Atrato,746.0,7600.093,274.0
27.43,Medio Baudo,1299.0,10203.825,142.0
27.45,Medio San Juan,1123.0,9042.312,283.0
27.491,Novita,1115.0,6783.383,299.0
27.495,Nuqui,702.0,5142.0,121.0
27.58,Rio Iro,231.0,4006.0,101.0
27.6,Rio Quito,423.0,5659.0,58.0
27.615,Riosucio,2431.0,11772.518,1575.0
27.66,San Jose Del Palmar,811.0,7143.546,866.0
27.745,Sipi,341.0,6662.0,78.0
27.787,Tado,1182.0,10696.914,776.0
27.8,Unguia,726.0,10187.249,1124.0
27.81,Union Panamericana,170.0,819.0,112.0
41.001,Neiva,3148.0,5358.487,2739.0
41.006,Acevedo,894.0,4380.956,1126.0
41.013,Agrado,72.0,391.0,31.0
41.016,Aipe,417.0,3368.0,330.0
41.02,Algeciras,2709.0,5688.665,1912.0
41.026,Altamira,35.0,326.0,114.0
41.078,Baraya,622.0,4103.398,758.0
41.132,Campoalegre,575.0,4332.0,838.0
41.206,Colombia,675.0,4401.874,494.0
41.244,Elias,20.0,146.0,69.0
41.298,Garzon,841.0,3316.002,1058.0
41.306,Gigante,753.0,4307.435,723.0
41.319,Guadalupe,322.0,2610.0,306.0
41.349,Hobo,225.0,1402.0,245.0
41.357,Iquira,1028.0,4489.0,330.0
41.359,Isnos,998.0,4043.341,1049.0
41.378,La Argentina,487.0,2633.0,301.0
41.396,La Plata,1546.0,4689.43,788.0
41.483,Nataga,293.0,1829.0,216.0
41.503,Oporapa,191.0,1935.0,309.0
41.518,Paicol,30.0,208.0,33.0
41.524,Palermo,407.0,2456.0,283.0
41.53,Palestina,126.0,1243.0,421.0
41.548,Pital,138.0,901.0,147.0
41.551,Pitalito,1443.0,4295.395,1767.217
41.615,Rivera,250.0,1777.0,323.0
41.66,Saladoblanco,270.0,2087.0,440.0
41.668,San Agustin,865.0,4856.239,929.0
41.676,Santa Maria,377.0,2911.0,156.0
41.77,Suaza,410.0,2754.0,418.0
41.791,Tarqui,182.0,2883.0,479.0
41.797,Tesalia,182.0,1118.0,146.0
41.799,Tello,876.0,4826.174,396.0
41.801,Teruel,163.0,1183.0,190.0
41.807,Timana,185.0,1534.0,577.0
41.872,Villavieja,177.0,1218.0,83.0
41.885,Yaguara,46.0,234.0,23.0
44.001,Riohacha,1359.0,12429.075,3944.0
44.035,Albania,114.0,2105.0,196.0
44.078,Barrancas,410.0,6866.0,980.0
44.09,Dibulla,1195.0,9173.799,1250.0
44.098,Distraccion,215.0,1441.0,263.0
44.11,El Molino,61.0,5597.0,238.0
44.279,Fonseca,308.0,7787.725,1258.0
44.378,Hatonuevo,74.0,1174.0,253.0
44.42,La Jagua Del Pilar,45.0,1443.0,251.0
44.43,Maicao,1138.0,8854.217,3222.167
44.56,Manaure,86.0,1033.0,111.0
44.65,San Juan Del Cesar,297.0,13145.793,1438.0
44.847,Uribia,183.0,3468.0,121.0
44.855,Urumita,97.0,3681.0,517.0
44.874,Villanueva,256.0,5181.004,1114.0
47.001,Santa Marta,3316.0,10725.412,2741.658
47.03,Algarrobo,202.0,4892.27,524.0
47.053,Aracataca,639.0,5806.337,1976.0
47.058,Ariguani,372.0,5270.771,1001.0
47.161,Cerro San Antonio,208.0,4173.044,99.0
47.17,Chibolo,787.0,6218.753,539.0
47.189,Cienaga,1854.0,7295.533,2072.004
47.205,Concordia,113.0,3377.0,175.0
47.245,El Banco,864.0,4445.385,1367.0
47.258,El Pi̱on,669.0,7744.68,510.0
47.268,El Reten,604.0,6376.0,477.0
47.288,Fundacion,842.0,7920.601,3165.0
47.318,Guamal,330.0,4083.0,479.0
47.46,Nueva Granada,88.0,2475.0,303.0
47.541,Pedraza,457.0,4445.0,111.0
47.545,Piji̱o Del Carmen,75.0,1721.0,103.0
47.551,Pivijay,2044.0,8931.328,1549.0
47.555,Plato,653.0,5555.251,1982.0
47.57,Puebloviejo,281.0,6193.869,475.0
47.605,Remolino,391.0,5467.017,642.0
47.66,Sabanas de San Angel,710.0,6028.963,433.0
47.675,Salamina,207.0,4427.914,307.0
47.692,San Sebastian De Buenavista,168.0,1974.0,265.0
47.703,San Zenon,90.0,645.0,130.0
47.707,Santa Ana,169.0,2481.0,250.0
47.72,Santa Barbara de Pinto,68.0,822.0,50.0
47.745,Sitionuevo,536.0,3228.282,985.0
47.798,Tenerife,760.0,4249.203,428.0
47.96,Zapayan,208.0,3668.0,134.0
47.98,Zona Bananera,1769.0,8216.145,3273.0
50.001,Villavicencio,2144.0,5154.453,2977.524
50.006,Acacias,755.0,4166.092,2193.0
50.11,Barranca De Upia,103.0,805.0,211.0
50.124,Cabuyaro,147.0,726.0,83.0
50.15,Castilla La Nueva,90.0,785.0,288.0
50.223,Cubarral,142.0,1821.0,538.0
50.226,Cumaral,165.0,2078.0,637.0
50.245,El Calvario,48.0,854.0,76.0
50.251,El Castillo,424.0,4769.562,1306.0
50.27,El Dorado,122.0,3710.0,341.0
50.287,Fuente De Oro,161.0,2247.0,822.0
50.313,Granada,1098.0,5063.869,1961.353
50.318,Guamal,157.0,1067.0,604.0
50.325,Mapiripan,1064.0,5926.559,858.0
50.33,Mesetas,839.0,6342.961,1546.0
50.35,La Macarena,1478.0,5707.264,910.0
50.37,Uribe,688.0,4439.235,725.0
50.4,Lejanias,446.0,3974.801,1062.0
50.45,Puerto Concordia,534.0,5353.618,866.0
50.568,Puerto Gaitan,1157.0,6272.275,917.0
50.573,Puerto Lopez,853.0,4701.138,1190.0
50.577,Puerto Lleras,505.0,4826.575,1447.0
50.59,Puerto Rico,1190.0,4591.533,1438.0
50.606,Restrepo,106.0,1304.0,476.0
50.68,San Carlos De Guaroa,169.0,1582.0,187.0
50.683,San Juan De Arama,349.0,4204.229,1599.0
50.686,San Juanito,110.0,861.0,71.0
50.689,San Martin,615.0,4184.0,1461.0
50.711,Vistahermosa,1540.0,5257.008,2925.0
52.001,Pasto,1192.0,6557.713,3094.0
52.019,Alban,953.0,3054.0,174.0
52.022,Aldana,32.0,150.0,180.0
52.036,Ancuya,196.0,663.0,229.0
52.051,Arboleda,95.0,555.0,89.0
52.079,Barbacoas,3716.0,16988.381,2619.0
52.083,Belen,209.0,1049.0,76.0
52.11,Buesaco,279.0,2868.0,281.0
52.203,Colon,356.0,2014.0,323.0
52.207,Consaca,62.0,583.0,122.0
52.21,Contadero,14.0,113.0,63.0
52.215,Cordoba,194.0,1707.0,155.0
52.224,Cuaspud,92.0,1776.0,353.0
52.227,Cumbal,490.0,2595.0,589.0
52.233,Cumbitara,1204.0,7806.066,1086.0
52.24,Chachagui,53.0,528.0,70.0
52.25,El Charco,4008.0,9646.347,1128.0
52.254,El Pe̱ol,102.0,1354.0,291.0
52.256,El Rosario,865.0,5192.768,1061.0
52.258,El Tablon de Gomez,513.0,6561.608,329.0
52.26,El Tambo,189.0,1536.0,399.0
52.287,Funes,121.0,542.0,97.0
52.317,Guachucal,76.0,274.0,156.0
52.32,Guaitarilla,71.0,556.0,96.0
52.323,Gualmatan,18.0,49.0,30.0
52.352,Iles,11.0,124.0,7.0
52.354,Imues,23.0,104.0,77.0
52.356,Ipiales,2062.0,6203.128,1535.0
52.378,La Cruz,544.0,4014.0,389.0
52.381,La Florida,141.0,1755.0,191.0
52.385,La Llanada,327.0,3606.0,211.0
52.39,La Tola,1053.0,7573.557,196.0
52.399,La Union,422.0,2413.0,710.0
52.405,Leiva,1000.0,4222.669,1166.0
52.411,Linares,461.0,3647.0,501.0
52.418,Los Andes,457.0,4779.846,371.0
52.427,Magui,1342.0,6539.329,550.0
52.435,Mallama,398.0,2699.0,543.0
52.473,Mosquera,690.0,6599.121,304.0
52.48,Nari̱o,140.0,873.0,127.0
52.49,Olaya Herrera,2524.0,10379.066,1509.0
52.506,Ospina,14.0,69.0,22.0
52.52,Francisco Pizarro,691.0,6279.2,187.0
52.54,Policarpa,3957.0,10789.360999999999,2238.0
52.56,Potosi,99.0,549.0,182.0
52.565,Providencia,106.0,812.0,174.0
52.573,Puerres,87.0,626.0,187.0
52.585,Pupiales,51.0,177.0,230.0
52.612,Ricaurte,1670.0,11060.764,1226.0
52.621,Roberto Payan,1058.0,7025.3060000000005,678.0
52.678,Samaniego,1779.0,13322.041,2258.0
52.683,Sandona,443.0,1835.0,247.0
52.685,San Bernardo,614.0,1420.0,187.0
52.687,San Lorenzo,133.0,1500.0,294.0
52.693,San Pablo,502.0,2866.0,521.0
52.694,San Pedro De Cartago,80.0,338.0,154.0
52.696,Santa Barbara,1669.0,7732.535,529.0
52.699,Santacruz,374.0,8290.137,610.0
52.72,Sapuyes,24.0,117.0,101.0
52.786,Taminango,258.0,2610.0,1390.0
52.788,Tangua,228.0,2463.0,89.0
52.835,San Andres De Tumaco,10794.59,23501.267,6560.848
52.838,Tuquerres,215.0,1215.0,722.0
52.885,Yacuanquer,38.0,186.0,39.0
54.001,Cucuta,3007.1,5171.714,3344.856
54.003,Abrego,635.0,5081.498,1554.0
54.051,Arboledas,85.0,2198.0,442.0
54.099,Bochalema,18.0,290.0,140.0
54.109,Bucarasica,183.0,3012.0,188.0
54.125,Cacota,14.0,100.0,47.0
54.128,Cachira,281.0,3455.0,569.0
54.172,Chinacota,58.0,472.0,374.0
54.174,Chitaga,100.0,860.0,371.0
54.206,Convencion,1452.0,2891.256,1439.0
54.223,Cucutilla,61.0,733.0,162.0
54.239,Durania,38.0,344.0,175.0
54.245,El Carmen,785.0,5639.764,862.0
54.25,El Tarra,1343.0,3826.525,1411.0
54.261,El Zulia,453.0,3644.045,1799.0
54.313,Gramalote,22.0,526.0,139.0
54.344,Hacari,1396.0,3697.958,788.0
54.347,Herran,15.0,361.0,53.0
54.377,Labateca,67.0,439.0,108.0
54.385,La Esperanza,250.0,4204.0,712.0
54.398,La Playa,371.0,4355.968,400.0
54.405,Los Patios,280.0,1500.0,1560.0
54.418,Lourdes,6.0,763.0,63.0
54.48,Mutiscua,6.0,94.0,13.0
54.498,Oca̱a,1995.0,6595.048,2122.371
54.518,Pamplona,89.0,701.0,692.0
54.52,Pamplonita,3.0,94.0,43.0
54.553,Puerto Santander,1022.0,4391.143,421.0
54.599,Ragonvalia,37.0,358.0,142.0
54.66,Salazar,71.0,1597.0,394.0
54.67,San Calixto,1334.0,2924.925,763.0
54.673,San Cayetano,36.0,327.0,175.0
54.68,Santiago,23.0,248.0,231.0
54.72,Sardinata,663.0,5128.418,1673.0
54.743,Silos,6.0,213.0,119.0
54.8,Teorama,1167.0,3244.246,1204.0
54.81,Tibu,3491.0,8081.074,3163.986
54.82,Toledo,406.0,2305.0,579.0
54.871,Villa Caro,19.0,341.0,93.0
54.874,Villa Del Rosario,1086.0,4712.0,1699.0
63.001,Armenia,527.0,3025.0,1057.0
63.111,Buenavista,14.0,93.0,36.0
63.13,Calarca,645.0,3433.0,610.0
63.19,Circasia,119.0,567.0,144.0
63.212,Cordoba,123.0,1227.0,216.0
63.272,Filandia,14.0,183.0,129.0
63.302,Genova,370.0,3568.0,1018.0
63.401,La Tebaida,123.0,620.0,168.0
63.47,Montenegro,184.0,1077.0,318.0
63.548,Pijao,221.0,2079.0,559.0
63.594,Quimbaya,98.0,766.0,532.0
63.69,Salento,143.0,719.0,216.0
66.001,Pereira,1236.0,4126.148,2107.381
66.045,Apia,193.0,1807.0,1194.0
66.075,Balboa,61.0,543.0,338.0
66.088,Belen De Umbria,303.0,3133.0,1763.0
66.17,Dosquebradas,397.0,1916.0,980.0
66.318,Guatica,262.0,3396.0,840.0
66.383,La Celia,99.0,1053.0,406.0
66.4,La Virginia,229.0,1757.0,1359.0
66.44,Marsella,46.0,594.0,449.0
66.456,Mistrato,965.0,7214.0,1746.0
66.572,Pueblo Rico,1929.0,14664.635,835.0
66.594,Quinchia,1649.0,7200.253,2671.0
66.682,Santa Rosa De Cabal,126.0,1115.0,454.0
66.687,Santuario,765.0,4124.0,731.0
68.001,Bucaramanga,787.0,5129.1939999999995,2830.028
68.013,Aguada,17.0,173.0,114.0
68.02,Albania,22.0,408.0,67.0
68.051,Aratoca,11.0,140.0,40.0
68.077,Barbosa,95.0,709.0,439.0
68.079,Barichara,13.0,92.0,2.0
68.081,Barrancabermeja,2620.0,6382.182,2353.066
68.092,Betulia,64.0,1714.0,221.0
68.101,Bolivar,187.0,4834.0,425.0
68.121,Cabrera,0.0,25.0,0.0
68.132,California,21.0,174.0,24.0
68.147,Capitanejo,101.0,1070.0,87.0
68.152,Carcasi,38.0,504.0,113.0
68.16,Cepita,2.0,267.0,18.0
68.162,Cerrito,29.0,1080.0,374.0
68.167,Charala,87.0,513.0,73.0
68.169,Charta,46.0,569.0,186.0
68.176,Chima,38.0,833.0,82.0
68.179,Chipata,27.0,149.0,39.0
68.19,Cimitarra,650.0,3862.154,1789.0
68.207,Concepcion,71.0,833.0,277.0
68.209,Confines,21.0,87.0,23.0
68.211,Contratacion,20.0,532.0,85.0
68.217,Coromoro,88.0,821.0,87.0
68.229,Curiti,10.0,102.0,16.0
68.235,El Carmen De Chucuri,216.0,3473.552,1151.0
68.245,El Guacamayo,29.0,223.0,83.0
68.25,El Pe̱on,198.0,2154.0,357.0
68.255,El Playon,193.0,3319.279,1083.0
68.264,Encino,14.0,181.0,50.0
68.266,Enciso,6.0,275.0,56.0
68.271,Florian,73.0,1074.0,142.0
68.276,Floridablanca,141.0,1236.0,815.0
68.296,Galan,79.0,389.0,82.0
68.298,Gambita,29.0,508.0,27.0
68.307,Giron,194.0,3169.0,1257.0
68.318,Guaca,51.0,754.0,124.0
68.32,Guadalupe,9.0,116.0,36.0
68.322,Guapota,0.0,53.0,5.0
68.324,Guavata,34.0,263.0,87.0
68.327,Guepsa,7.0,116.0,86.0
68.344,Hato,26.0,654.0,105.0
68.368,Jesus Maria,17.0,186.0,38.0
68.37,Jordan,3.0,49.0,15.0
68.377,La Belleza,110.0,1890.0,194.0
68.385,Landazuri,297.0,4132.094,566.0
68.397,La Paz,78.0,692.0,254.0
68.406,Lebrija,242.0,3318.148,978.0
68.418,Los Santos,11.0,126.0,14.0
68.425,Macaravita,89.0,645.0,129.0
68.432,Malaga,89.0,1352.0,268.0
68.444,Matanza,252.0,2701.0,417.0
68.464,Mogotes,71.0,682.0,96.0
68.468,Molagavita,7.0,499.0,29.0
68.498,Ocamonte,5.0,85.0,7.0
68.5,Oiba,7.0,188.0,47.0
68.502,Onzaga,28.0,391.0,60.0
68.522,Palmar,1.0,54.0,36.0
68.524,Palmas Del Socorro,1.0,13.0,28.0
68.533,Paramo,0.0,32.0,27.0
68.547,Piedecuesta,144.0,1751.0,353.0
68.549,Pinchote,3.0,51.0,30.0
68.572,Puente Nacional,42.0,381.0,212.0
68.573,Puerto Parra,253.0,3218.0,608.0
68.575,Puerto Wilches,663.0,4709.425,1403.0
68.615,Rionegro,471.0,5339.473,1897.0
68.655,Sabana De Torres,437.0,4029.194,1951.0
68.669,San Andres,32.0,980.0,161.0
68.673,San Benito,22.0,306.0,175.0
68.679,San Gil,52.0,376.0,63.0
68.682,San Joaquin,11.0,211.0,4.0
68.684,San Jose De Miranda,12.0,203.0,64.0
68.686,San Miguel,14.0,195.0,38.0
68.689,San Vicente De Chucuri,424.0,4392.14,2140.0
68.705,Santa Barbara,5.0,286.0,29.0
68.72,Santa Helena Del Opon,151.0,2200.0,299.0
68.745,Simacota,226.0,3345.209,578.0
68.755,Socorro,46.0,434.0,107.0
68.77,Suaita,111.0,646.0,168.0
68.773,Sucre,168.0,2380.0,274.0
68.78,Surata,266.0,2453.0,373.0
68.82,Tona,12.0,567.0,240.0
68.855,Valle De San Jose,6.0,92.0,16.0
68.861,Velez,80.0,920.0,195.0
68.867,Vetas,1.0,100.0,37.0
68.872,Villanueva,2.0,78.0,9.0
68.895,Zapatoca,127.0,1180.0,258.0
70.001,Sincelejo,1077.0,8802.864,3615.0
70.11,Buenavista,144.0,4770.166,106.0
70.124,Caimito,65.0,2285.0,119.0
70.204,Coloso,251.0,9113.221,1174.0
70.215,Corozal,310.0,4021.0,840.0
70.221,Cove̱as,117.0,639.0,156.0
70.23,Chalan,290.0,6139.884,661.0
70.233,El Roble,382.0,4924.0,262.0
70.235,Galeras,1622.0,5719.107,399.0
70.265,Guaranda,496.0,5226.805,277.0
70.4,La Union,17.0,545.0,89.0
70.418,Los Palmitos,449.0,6348.014,569.0
70.429,Majagual,471.0,5841.492,408.0
70.473,Morroa,220.0,4500.767,603.0
70.508,Ovejas,1359.0,10392.577,2067.0
70.523,Palmito,480.0,3614.0,248.0
70.67,Sampues,237.0,3066.0,507.0
70.678,San Benito Abad,778.0,7321.1990000000005,540.0
70.702,San Juan De Betulia,134.0,2412.0,353.0
70.708,San Marcos,1251.0,6239.944,893.0
70.713,San Onofre,2765.0,8894.013,1531.0
70.717,San Pedro,477.0,4852.0,435.0
70.742,San Luis De Since,192.0,2460.0,304.0
70.771,Sucre,598.0,3494.277,327.0
70.82,Santiago De Tolu,137.0,3622.0,396.0
70.823,Tolu Viejo,556.0,10699.289,1329.0
73.001,Ibague,2577.0,4754.764,2321.0
73.024,Alpujarra,202.0,1851.0,99.0
73.026,Alvarado,278.0,2412.0,302.0
73.03,Ambalema,131.0,972.0,186.0
73.043,Anzoategui,788.0,4625.629,500.0
73.055,Armero,205.0,1963.0,497.0
73.067,Ataco,1843.0,5279.637,1536.0
73.124,Cajamarca,804.0,4193.455,457.0
73.148,Carmen De Apicala,30.0,322.0,38.0
73.152,Casabianca,163.0,2541.0,498.0
73.168,Chaparral,2558.0,4245.7,2924.0
73.2,Coello,85.0,621.0,59.0
73.217,Coyaima,1849.0,12051.47,883.0
73.226,Cunday,631.0,4402.537,390.0
73.236,Dolores,552.0,5095.0470000000005,519.0
73.268,Espinal,182.0,1267.0,206.0
73.27,Falan,125.0,2237.0,369.0
73.275,Flandes,110.0,436.0,83.0
73.283,Fresno,353.0,4035.068,1047.0
73.319,Guamo,253.0,2486.0,488.0
73.347,Herveo,134.0,2414.0,537.0
73.349,Honda,173.0,1074.0,785.0
73.352,Icononzo,470.0,4526.134,758.0
73.408,Lerida,237.0,3886.0,572.0
73.411,Libano,791.0,5660.478,1157.0
73.443,San Sebastian De Mariquita,264.0,2675.0,1081.0
73.449,Melgar,92.0,534.0,190.0
73.461,Murillo,190.0,2527.0,129.0
73.483,Natagaima,1712.0,10160.579,764.0
73.504,Ortega,1192.0,7594.88,838.0
73.52,Palocabildo,164.0,2906.0,380.0
73.547,Piedras,15.0,153.0,23.0
73.555,Planadas,2463.0,2881.226,1980.0
73.563,Prado,1618.0,5058.845,483.0
73.585,Purificacion,279.0,3004.0,282.0
73.616,Rioblanco,1701.0,3694.396,1751.0
73.622,Roncesvalles,408.0,4128.0,352.0
73.624,Rovira,1222.0,5973.632,903.0
73.671,Salda̱a,198.0,2242.0,137.0
73.675,San Antonio,834.0,5890.432,1047.0
73.678,San Luis,1118.0,3579.0,274.0
73.686,Santa Isabel,564.0,4067.0,235.0
73.77,Suarez,20.0,267.0,34.0
73.854,Valle De San Juan,158.0,1510.0,151.0
73.861,Venadillo,305.0,3928.0,471.0
73.87,Villahermosa,404.0,3844.1549999999997,560.0
73.873,Villarrica,336.0,3689.248,223.0
76.001,Cali,6837.1759999999995,9731.117,3215.075
76.02,Alcala,163.0,935.0,633.0
76.036,Andalucia,159.0,1323.0,755.0
76.041,Ansermanuevo,181.0,1192.0,480.0
76.054,Argelia,129.0,1235.0,234.0
76.1,Bolivar,923.0,5199.046,1101.0
76.109,Buenaventura,10263.662,26022.492,5054.175
76.111,Guadalajara de Buga,652.0,5442.372,3126.0
76.113,Bugalagrande,486.0,4847.026,1377.0
76.122,Caicedonia,323.0,2878.0,1372.0
76.126,Calima,605.0,3370.0,524.0
76.13,Candelaria,286.0,1317.0,485.0
76.147,Cartago,460.0,2491.0,1216.0
76.233,Dagua,2624.0,7097.594,2393.0
76.243,El Aguila,265.0,1942.0,676.0
76.246,El Cairo,169.0,1847.0,560.0
76.248,El Cerrito,339.0,2982.0,678.0
76.25,El Dovio,899.0,5333.52,793.0
76.275,Florida,1752.0,8889.156,3474.0
76.306,Ginebra,241.0,1279.0,405.0
76.318,Guacari,264.0,1319.0,824.0
76.364,Jamundi,4473.0,8294.995,3504.0
76.377,La Cumbre,253.0,1531.0,344.0
76.4,La Union,274.0,1781.0,869.0
76.403,La Victoria,163.0,1091.0,328.0
76.497,Obando,142.0,828.0,435.0
76.52,Palmira,1414.0,5087.68,2006.0
76.563,Pradera,983.0,6611.15,1216.0
76.606,Restrepo,184.0,1733.0,729.0
76.616,Riofrio,844.0,3639.022,1544.0
76.622,Roldanillo,380.0,3278.0,1794.0
76.67,San Pedro,203.0,3888.0,656.0
76.736,Sevilla,599.0,4390.218,1553.0
76.823,Toro,210.0,1316.0,1243.0
76.828,Trujillo,1528.0,4283.724,1698.0
76.834,Tulua,2627.0,5579.481,2805.837
76.845,Ulloa,18.0,316.0,115.0
76.863,Versalles,144.0,1645.0,259.0
76.869,Vijes,85.0,353.0,243.0
76.89,Yotoco,138.0,665.0,613.0
76.892,Yumbo,390.0,1999.0,1095.0
76.895,Zarzal,327.0,1963.0,2019.0
81.001,Arauca,3929.0,5303.939,3642.0
81.065,Arauquita,4553.0,5641.591,2956.0
81.22,Cravo Norte,436.0,4283.0,387.0
81.3,Fortul,2376.0,5521.838,1909.128
81.591,Puerto Rondon,587.0,5448.0,662.0
81.736,Saravena,3730.051,5038.445,2573.802
81.794,Tame,4283.809,7707.096,3191.563
85.001,Yopal,1334.0,3876.189,1631.144
85.01,Aguazul,843.0,3838.677,2437.0
85.015,Chameza,132.0,2354.0,264.0
85.125,Hato Corozal,660.0,4230.0,896.0
85.136,La Salina,108.0,456.0,103.0
85.139,Mani,359.0,4172.034,505.0
85.162,Monterrey,435.0,2827.0,723.0
85.225,Nunchia,236.0,2103.0,511.0
85.23,Orocue,198.0,1688.0,316.0
85.25,Paz De Ariporo,497.0,4255.12,1695.0
85.263,Pore,347.0,3074.0,683.0
85.279,Recetor,205.0,2700.0,196.0
85.3,Sabanalarga,54.0,412.0,242.0
85.315,Sacama,215.0,1473.0,160.0
85.325,San Luis De Palenque,117.0,1162.0,411.0
85.4,Tamara,414.0,2640.0,432.0
85.41,Tauramena,410.0,4464.0,856.0
85.43,Trinidad,133.0,2036.0,566.0
85.44,Villanueva,300.0,4399.0,802.0
86.001,Mocoa,860.0,5714.858,2763.0
86.219,Colon,100.0,714.0,94.0
86.32,Orito,3164.0,13096.880000000001,3379.17
86.568,Puerto Asis,4108.0,13379.598,3686.264
86.569,Puerto Caicedo,1001.0,8914.661,2485.0
86.571,Puerto Guzman,4655.0,8167.187,3013.0
86.573,Puerto Leguizamo,3718.0,9356.214,1354.0
86.749,Sibundoy,166.0,1374.0,284.0
86.755,San Francisco,267.0,1392.0,171.0
86.757,San Miguel,2573.0,9500.202,2370.0
86.76,Santiago,406.0,2260.0,156.0
86.865,Valle del Guamuez,2896.0,11420.607,2757.576
86.885,Villagarzon,835.0,8556.137,2296.0
88.001,San Andres,16.0,102.0,40.0
88.564,Providencia,0.0,7.0,5.0
91.001,Leticia,354.0,1544.0,137.0
91.263,El Encanto,46.0,280.0,6.0
91.405,La Chorrera,117.0,214.0,5.0
91.407,La Pedrera,59.0,247.0,9.0
91.43,La Victoria,4.0,77.0,22.0
91.46,Miriti - Parana,20.0,71.0,0.0
91.53,Puerto Alegria,41.0,246.0,12.0
91.536,Puerto Arica,70.0,271.0,8.0
91.54,Puerto Nari̱o,37.0,102.0,0.0
91.669,Puerto Santander,153.0,506.0,42.0
91.798,Tarapaca,77.0,285.0,0.0
94.001,Inirida,763.0,5305.0,118.0
94.343,Barranco Minas,302.0,3414.0,11.0
94.663,Mapiripana,29.0,669.0,6.0
94.883,San Felipe,12.0,250.0,8.0
94.884,Puerto Colombia,26.0,361.0,7.0
94.885,La Guadalupe,1.0,16.0,0.0
94.886,Cacahual,8.0,39.0,4.0
94.887,Pana Pana,1.0,63.0,3.0
94.888,Morichal,5.0,336.0,3.0
95.001,San Jose Del Guaviare,3433.0,10737.289,2177.245
95.015,Calamar,626.0,4399.8949999999995,892.0
95.025,El Retorno,757.0,6208.848,1265.0
95.2,Miraflores,733.0,6664.339,1030.0
97.001,Mitu,1420.0,9090.0,420.0
97.161,Caruru,225.0,1974.0,34.0
97.511,Pacoa,18.0,252.0,0.0
97.666,Taraira,43.0,237.0,0.0
97.777,Papunaua,1.0,77.0,0.0
97.889,Yavarate,4.0,49.0,0.0
99.001,Puerto Carre̱o,756.0,3742.0,234.0
99.524,La Primavera,305.0,3116.0,198.0
99.572,Santa Rita,4.0,138.0,0.0
99.624,Santa Rosalia,66.0,1027.0,74.0
99.76,San Jose de Ocune,12.0,699.0,5.0
99.773,Cumaribo,1102.0,9682.9,565.0
